contact_id,phone_e164,phone_local,contact_type,agent_company,market_states,office_address,website,npc_profile_url,extraction_date,verification_note
NPC-0401,+2348076461985,08076461985,WhatsApp,Kentucky Property,Delta,"Mayfair Gardens Estate, Ibeju Lekki, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/kentucky-property-154806,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0402,+2348163102848,08163102848,Phone + WhatsApp,Lekki Properties,Edo,"Admiralty Way, Lekki Phase I, Lekki Lagos, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/lekki-properties-197615,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0403,+2347076067487,07076067487,Phone,Erojet Homes Ltd,Rivers,"Second Floor Room 2 Satcom K House 163 Okporo Road , Rumudara Port-harcourt, Rivers, Nigeria Blackberry PIN 569101",,https://nigeriapropertycentre.com/agents/erojet-homes-ltd-238237,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0404,+2348032577255,08032577255,Phone,Achieverz And Partners,Abuja,"Cluster B, Admiralty Estate Navytown, Asokoro, Abuja, Fct Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/achieverz-and-partners-25927,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0405,+2348059072500,08059072500,Phone + WhatsApp,Siri Estate Plus,"Abuja, Ondo","Cooplag Gardens Estate, Orchid, Lekki, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/siri-estate-plus-82569,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0406,+2347062162477,07062162477,Phone,Phran6 Properties,"Abuja, Delta, Edo, Enugu","Suit 12 Princess And Angel Mall Opposite Lagos Business School Ajah, Eti Osa Lga, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/phran6-properties-101951,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0407,+2349132026921,09132026921,Phone,Oblitz Exquisite Properties,Imo,"2 Chief Nwaohiri Lane, Umugakwo, Umuoba, Mcc Uratta Rd, Owerri, Imo, Nigeria",,https://nigeriapropertycentre.com/agents/oblitz-exquisite-properties-199079,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0408,+2349133546432,09133546432,Phone,Kentucky Property,Delta,"Mayfair Gardens Estate, Ibeju Lekki, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/kentucky-property-154806,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0409,+2348062881764,08062881764,Phone + WhatsApp,Mandels Properties And Luxury Homes Ltd,"Abuja, Edo","Oredo, Edo State, Nigeria",,https://nigeriapropertycentre.com/agents/mandels-properties-and-luxury-homes-ltd-23760,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0410,+2348028172912,08028172912,Phone,First Class Realty,"Abuja, Rivers","Lagos, Nigeria, Lagos, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/first-class-realty-57319,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0411,+2349137980831,09137980831,Phone + WhatsApp,Adams Realties,Abuja,"5 Mutiatu Kayode, Oshodi, Mafoluku, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/adams-realties-214429,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0412,+2348101887012,08101887012,Phone,Siri Estate Plus,"Abuja, Ondo","Cooplag Gardens Estate, Orchid, Lekki, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/siri-estate-plus-82569,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0413,+2348105124798,08105124798,Phone + WhatsApp,Phran6 Properties,"Abuja, Delta, Edo, Enugu","Suit 12 Princess And Angel Mall Opposite Lagos Business School Ajah, Eti Osa Lga, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/phran6-properties-101951,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0414,+2348142069050,08142069050,Phone + WhatsApp,Realtor_ Ihotu,"Abuja, Imo","No 15 Taura Close, Kubwa Abuja, Kubwa, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/realtor-ihotu-188642,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0415,+2348139288395,08139288395,Phone + WhatsApp,Levi Realtors,Delta,"Stop Over Hotel Off Ughelli Portharcourt Express Way, Warri, Delta, Nigeria",,https://nigeriapropertycentre.com/agents/levi-realtors-36157,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0416,+2348078931494,08078931494,Phone,Mandels Properties And Luxury Homes Ltd,"Abuja, Edo","Oredo, Edo State, Nigeria",,https://nigeriapropertycentre.com/agents/mandels-properties-and-luxury-homes-ltd-23760,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0417,+2348145731812,08145731812,WhatsApp,First Class Realty,"Abuja, Rivers","Lagos, Nigeria, Lagos, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/first-class-realty-57319,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0418,+2348062298875,08062298875,WhatsApp,Aden Shelters Limited (rc No: 1743601),Abuja,"14, Idowu Obisanya Street, Hand Of Fire Bus Stop, Igando Road, Igando, Lagos State, Nigeria",,https://nigeriapropertycentre.com/agents/aden-shelters-limited-rc-no-1743601-37011,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0419,+2347061166000,07061166000,Phone + WhatsApp,Valiant Horizon Realty Limited,"Abuja, Ondo","6 Regina Olaore,ojodu Berger Lagos State, Ojodu Berger, Lagos State, Nigeria",,https://nigeriapropertycentre.com/agents/valiant-horizon-realty-limited-26597,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0420,+2348033703915,08033703915,Phone + WhatsApp,Real Estate Property Lawyer And Agents,Enugu,"Enugu, Enugu, Nigeria",,https://nigeriapropertycentre.com/agents/real-estate-property-lawyer-and-agents-162624,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0421,+2348139337767,08139337767,Phone + WhatsApp,Somrex Reliable Sources Limited,"Delta, Imo","No. 2 Oyesanya Street Papa Area Rabakka, Ikorodu, Lagos State, Nigeria",,https://nigeriapropertycentre.com/agents/somrex-reliable-sources-limited-201194,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
