contact_id,phone_e164,phone_local,contact_type,agent_company,market_states,office_address,website,npc_profile_url,extraction_date,verification_note
NPC-0651,+2348184452719,08184452719,Phone,Terence Akujuobi Consulting,Rivers,"No. 61b Aba Road , Port Harcourt , Rivers, Nigeria",,https://nigeriapropertycentre.com/agents/terence-akujuobi-consulting-215840,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0652,+2348133707378,08133707378,Phone,Asfranz Nig Ltd,Abuja,"No1 Carlcon Street, Opp Next Cash And Carry Jahi, Abuja, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/asfranz-nig-ltd-99989,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0653,+2347025161338,07025161338,Phone,Theo Halim Associates ( Estate Surveyors & Valuers ),"Abuja, Rivers","Suite 6, Biaduo Suites, 21 Biaduo Street, S.w. Ikoyi, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/theo-halim-associates-estate-surveyors-valuers-1897,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0654,+2347080455370,07080455370,Phone,Aston Luxury Homes Ltd,Abuja,"3rd Floor, Ulo Plaza, Abuja, Wuse7, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/aston-luxury-homes-ltd-172246,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0655,+2348022916743,08022916743,Phone + WhatsApp,Theo Halim Associates ( Estate Surveyors & Valuers ),"Abuja, Rivers","Suite 6, Biaduo Suites, 21 Biaduo Street, S.w. Ikoyi, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/theo-halim-associates-estate-surveyors-valuers-1897,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0656,+2348030781284,08030781284,Phone + WhatsApp,Aston Luxury Homes Ltd,Abuja,"3rd Floor, Ulo Plaza, Abuja, Wuse7, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/aston-luxury-homes-ltd-172246,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0657,+2348032980443,08032980443,Phone + WhatsApp,Ugo Ejim & Co,Rivers,"No. 8 Iriebe Street D Line, Port Harcourt, Rivers State, Nigeria",,https://nigeriapropertycentre.com/agents/ugo-ejim-co-212491,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0658,+2348100308391,08100308391,Phone,Aston Luxury Homes Ltd,Abuja,"3rd Floor, Ulo Plaza, Abuja, Wuse7, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/aston-luxury-homes-ltd-172246,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0659,+2349040840325,09040840325,Phone,Ugo Ejim & Co,Rivers,"No. 8 Iriebe Street D Line, Port Harcourt, Rivers State, Nigeria",,https://nigeriapropertycentre.com/agents/ugo-ejim-co-212491,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0660,+2349033966046,09033966046,Phone,Aston Luxury Homes Ltd,Abuja,"3rd Floor, Ulo Plaza, Abuja, Wuse7, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/aston-luxury-homes-ltd-172246,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0661,+2348036634793,08036634793,Phone + WhatsApp,Uy Homes And Properties,Rivers,"2b Canon Ndu Street, Port Harcourt, Rivers State, Nigeria",,https://nigeriapropertycentre.com/agents/uy-homes-and-properties-141945,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0662,+2347015202407,07015202407,Phone,Ataifiok Udoma Consulting,Abuja,"Sa'ad Zungur Avenue, 4th Avenue, Gwarinpa, Fct Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/ataifiok-udoma-consulting-140767,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0663,+2347036635348,07036635348,Phone + WhatsApp,Vidpride Limited,Rivers,"Suite Ba 11, Apo Sparklight Mall, Area 3,, Durumi, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/vidpride-limited-171350,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0664,+2347036472606,07036472606,Phone + WhatsApp,Ataifiok Udoma Consulting,Abuja,"Sa'ad Zungur Avenue, 4th Avenue, Gwarinpa, Fct Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/ataifiok-udoma-consulting-140767,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0665,+2348106003837,08106003837,Phone + WhatsApp,Wolfe Realtors Nigeria (grey Wolfe Limited),Rivers,"20, Ike Asogwa Close, Off Bush Street, Maryland, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/wolfe-realtors-nigeria-grey-wolfe-limited-30384,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0666,+2349150863065,09150863065,Phone,Ataifiok Udoma Consulting,Abuja,"Sa'ad Zungur Avenue, 4th Avenue, Gwarinpa, Fct Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/ataifiok-udoma-consulting-140767,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0667,+2347039722717,07039722717,Phone + WhatsApp,Atamaglobalnig,Abuja,"C Close Kado Estate Plot 66, Amac Fct, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/atamaglobalnig-80889,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0668,+2348106815300,08106815300,Phone + WhatsApp,Atm Luxury Properties,Abuja,Nigeria,,https://nigeriapropertycentre.com/agents/atm-luxury-properties-130536,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0669,+2348128106127,08128106127,Phone + WhatsApp,Autobarn Ventures,Abuja,"Nnpc Street, Gudaba, Gudaba, Kuje Area Council., Fct, Abuja., Nigeria",,https://nigeriapropertycentre.com/agents/autobarn-ventures-56629,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
