contact_id,phone_e164,phone_local,contact_type,agent_company,market_states,office_address,website,npc_profile_url,extraction_date,verification_note
NPC-0701,+2347035925762,07035925762,Phone + WhatsApp,Benson Properties,Abuja,"Nasiru Erufai Street Guzape, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/benson-properties-228318,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0702,+2347067108788,07067108788,Phone + WhatsApp,Berean Properties Investment Limited,Abuja,"No 1 B12 Close, Citec Estate, Jabi, Jabi, Fct, Abuja",,https://nigeriapropertycentre.com/agents/berean-properties-investment-limited-107126,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0703,+2348123098125,08123098125,Phone,Berean Properties Investment Limited,Abuja,"No 1 B12 Close, Citec Estate, Jabi, Jabi, Fct, Abuja",,https://nigeriapropertycentre.com/agents/berean-properties-investment-limited-107126,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0704,+2348184569999,08184569999,Phone + WhatsApp,Berkly Facilities Services Limited,Abuja,"16 Idowu Martins Street, Victoria Island, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/berkly-facilities-services-limited-37339,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0705,+2349084568888,09084568888,Phone,Berkly Facilities Services Limited,Abuja,"16 Idowu Martins Street, Victoria Island, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/berkly-facilities-services-limited-37339,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0706,+2348033749698,08033749698,Phone + WhatsApp,Berryfield Integrated Services Nigeria Ltd,Abuja,"No 1 Jerome Udorji Close, Off Jf Kennedy, Asokoro, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/berryfield-integrated-services-nigeria-ltd-55435,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0707,+2348083817830,08083817830,Phone,Berryfield Integrated Services Nigeria Ltd,Abuja,"No 1 Jerome Udorji Close, Off Jf Kennedy, Asokoro, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/berryfield-integrated-services-nigeria-ltd-55435,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0708,+2347086878098,07086878098,Phone,Bestcity Homes Ng Ltd,Abuja,"Fct Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/bestcity-homes-ng-ltd-168995,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0709,+2349079689094,09079689094,Phone + WhatsApp,Bestcity Homes Ng Ltd,Abuja,"Fct Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/bestcity-homes-ng-ltd-168995,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0710,+2349030772876,09030772876,Phone + WhatsApp,Beth Properties,Abuja,"Lugbe Airport Road, Abuja, Fct Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/beth-properties-137354,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0711,+2348038156271,08038156271,Phone + WhatsApp,Beverly & Sam Properties,Abuja,"21 Biaduo Street, Keffi Street, Off Awolowo Road, Ikoyi, Lagos, Nigeria Blackberry PIN 7BC46B98",,https://nigeriapropertycentre.com/agents/beverly-sam-properties-27740,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0712,+2348067355711,08067355711,Phone,Beverly & Sam Properties,Abuja,"21 Biaduo Street, Keffi Street, Off Awolowo Road, Ikoyi, Lagos, Nigeria Blackberry PIN 7BC46B98",,https://nigeriapropertycentre.com/agents/beverly-sam-properties-27740,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0713,+2348086428537,08086428537,Phone + WhatsApp,Binorealestateconsult Limited,Abuja,"No 3, Lapako Street, Igbo Oluwo, Ikorodu, Lagos, Nigeria Blackberry PIN 7A858D28",,https://nigeriapropertycentre.com/agents/binorealestateconsult-limited-21664,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0714,+2348134764834,08134764834,Phone + WhatsApp,Biome Properties,Abuja,,,https://nigeriapropertycentre.com/agents/biome-properties-231237,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0715,+2348158599040,08158599040,Phone,Biome Properties,Abuja,,,https://nigeriapropertycentre.com/agents/biome-properties-231237,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0716,+2349028473804,09028473804,Phone,Biome Properties,Abuja,,,https://nigeriapropertycentre.com/agents/biome-properties-231237,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0717,+2347068968837,07068968837,Phone + WhatsApp,Blaze Law Properties,Abuja,"27, 1, Nigeria",,https://nigeriapropertycentre.com/agents/blaze-law-properties-209333,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0718,+2348063633344,08063633344,Phone + WhatsApp,Blooms Service Apartment,Abuja,"Wuse 2, Fct, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/blooms-service-apartment-159565,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0719,+2348152963571,08152963571,Phone,Blooms Service Apartment,Abuja,"Wuse 2, Fct, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/blooms-service-apartment-159565,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0720,+2349050448929,09050448929,Phone + WhatsApp,Bloomsky Integrated Limited,Abuja,"17a, Awolowo Road, Ikoyi, Ikoyi, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/bloomsky-integrated-limited-154429,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0721,+2347032475202,07032475202,Phone,Blue Collar Global Services,Abuja,"Aremu Street Behinde General Hospital, Bwari, Wuse, Abuja Fct, Nigeria Blackberry PIN 2971E896",,https://nigeriapropertycentre.com/agents/blue-collar-global-services-13005,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0722,+2348078356501,08078356501,Phone,Blue Collar Global Services,Abuja,"Aremu Street Behinde General Hospital, Bwari, Wuse, Abuja Fct, Nigeria Blackberry PIN 2971E896",,https://nigeriapropertycentre.com/agents/blue-collar-global-services-13005,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0723,+2349124181030,09124181030,WhatsApp,Blue Collar Global Services,Abuja,"Aremu Street Behinde General Hospital, Bwari, Wuse, Abuja Fct, Nigeria Blackberry PIN 2971E896",,https://nigeriapropertycentre.com/agents/blue-collar-global-services-13005,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0724,+2348024237015,08024237015,Phone + WhatsApp,Blue Empire Realtors & Facilty Consult,Abuja,"441 Road, Citec, Gwarimpa Estate, Federal Capital Territory, Nigeria",,https://nigeriapropertycentre.com/agents/blue-empire-realtors-facilty-consult-67723,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0725,+2348136480772,08136480772,Phone,Blue Empire Realtors & Facilty Consult,Abuja,"441 Road, Citec, Gwarimpa Estate, Federal Capital Territory, Nigeria",,https://nigeriapropertycentre.com/agents/blue-empire-realtors-facilty-consult-67723,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0726,+2348189888186,08189888186,Phone,Blue-jasmine C.b International Limited,Abuja,"37 Libreville Str, Wuse 2, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/blue-jasmine-cb-international-limited-148832,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0727,+2349034746696,09034746696,Phone + WhatsApp,Blue-jasmine C.b International Limited,Abuja,"37 Libreville Str, Wuse 2, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/blue-jasmine-cb-international-limited-148832,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
