contact_id,phone_e164,phone_local,contact_type,agent_company,market_states,office_address,website,npc_profile_url,extraction_date,verification_note
NPC-0901,+2347015321406,07015321406,Phone + WhatsApp,Ecohills Real Estate Limited.,Abuja,"Suite C49 Efab Mall, Area 11, Garki 1, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/ecohills-real-estate-limited-162632,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0902,+2348106681833,08106681833,Phone,Ecohills Real Estate Limited.,Abuja,"Suite C49 Efab Mall, Area 11, Garki 1, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/ecohills-real-estate-limited-162632,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0903,+2347032095330,07032095330,Phone,Eden Park Integrated Services,Abuja,"50 Oni Street, Akowonjo, Alimosho, Lagos, Nigeria Blackberry PIN 24E9A123",,https://nigeriapropertycentre.com/agents/eden-park-integrated-services-15665,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0904,+2348075319070,08075319070,Phone + WhatsApp,Eden Park Integrated Services,Abuja,"50 Oni Street, Akowonjo, Alimosho, Lagos, Nigeria Blackberry PIN 24E9A123",,https://nigeriapropertycentre.com/agents/eden-park-integrated-services-15665,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0905,+2347017407080,07017407080,Phone + WhatsApp,Ejoga Multi Concept,Abuja,"1q2 Crescent Opposite Amac Market Fha Lugbe, Lugbe, Federal Capital Territory, Nigeria",,https://nigeriapropertycentre.com/agents/ejoga-multi-concept-208077,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0906,+2347062625422,07062625422,Phone,Ejoga Multi Concept,Abuja,"1q2 Crescent Opposite Amac Market Fha Lugbe, Lugbe, Federal Capital Territory, Nigeria",,https://nigeriapropertycentre.com/agents/ejoga-multi-concept-208077,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0907,+2349158973353,09158973353,Phone,Ejoga Multi Concept,Abuja,"1q2 Crescent Opposite Amac Market Fha Lugbe, Lugbe, Federal Capital Territory, Nigeria",,https://nigeriapropertycentre.com/agents/ejoga-multi-concept-208077,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0908,+2348023728301,08023728301,Phone,El Muazu Ventures,Abuja,"Suite A37, Mc Lewis Plaza, Ademola Adetokunbo, Wuse2, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/el-muazu-ventures-21730,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0909,+2348106600637,08106600637,Phone + WhatsApp,El Muazu Ventures,Abuja,"Suite A37, Mc Lewis Plaza, Ademola Adetokunbo, Wuse2, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/el-muazu-ventures-21730,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0910,+2349052654781,09052654781,Phone,El Muazu Ventures,Abuja,"Suite A37, Mc Lewis Plaza, Ademola Adetokunbo, Wuse2, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/el-muazu-ventures-21730,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
