contact_id,phone_e164,phone_local,contact_type,agent_company,market_states,office_address,website,npc_profile_url,extraction_date,verification_note
NPC-0051,+2348177766110,08177766110,Phone + WhatsApp,Bluehedge Realtors,"Abuja, Akwa Ibom, Cross River, Rivers","Plot 77b, Woji Road, Gra Phase 2, Port Harcourt, Rivers State, Nigeria",,https://nigeriapropertycentre.com/agents/bluehedge-realtors-105960 | https://nigeriapropertycentre.com/agents/bluehedge-realtors-105982 | https://nigeriapropertycentre.com/agents/bluehedge-realtors-188439,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0052,+2347077295928,07077295928,Phone,Bi_properties_and_autos_enterprises,"Abuja, Akwa Ibom, Enugu, Rivers","29,grace Baptist Street Oke_afa Lagos, Nigerian, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/bi-properties-and-autos-enterprises-227425,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0053,+2349069435388,09069435388,Phone + WhatsApp,360 Luxury Homes,Abuja,"Airport Road Lugbe Abuja, Lugbe, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/360-luxury-homes-227121,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0054,+2349058422918,09058422918,Phone,Bond And Main Real Estate Group,"Abuja, Ondo","[email protected] , Lagos, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/bond-and-main-real-estate-group-87011,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0055,+2349052391769,09052391769,Phone,Adron Homes And Properties Limited,"Abuja, Ekiti","Opposite Passion Trust Plaza Before Karu Roundabout, Fct, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/adron-homes-and-properties-limited-149743,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0056,+2348177766550,08177766550,Phone + WhatsApp,Bluehedge Realtors,"Abuja, Kaduna","Suite 205/232, Block H, Ikota Shopping Complex,, Vgc, Lekki, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/bluehedge-realtors-139985 | https://nigeriapropertycentre.com/agents/bluehedge-realtors-91,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0057,+2348173594407,08173594407,Phone,Arinze Onovo Consulting,"Abuja, Enugu","17 Libravelle Close Und St. Fct Central, Wuse Ii, Abuja, Nigeria Blackberry PIN 2BABA560",,https://nigeriapropertycentre.com/agents/arinze-onovo-consulting-14653,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0058,+2349020197930,09020197930,Phone,Reg Integrated Services,"Abia, Abuja, Akwa Ibom, Anambra, Delta, Ebonyi, Edo, Enugu, Imo, Rivers","4 Ganiu Adeoye St. Off Sangotedo Road, Ogombo,, Ajah, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/reg-integrated-services-35313,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0059,+2348117697463,08117697463,Phone + WhatsApp,Chidison Properties,"Abuja, Imo","Beside First Bank Kubwa Abuja, Kubwa, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/chidison-properties-20711,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0060,+2349074445170,09074445170,Phone + WhatsApp,Alaigbo Property Development Company,Anambra,"Flat 4, Off Road 4, Okwuego Avenue, Udoka Housing Estate, Awka, Awka, Southeast, Nigeria",,https://nigeriapropertycentre.com/agents/alaigbo-property-development-company-96525,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0061,+2347083863494,07083863494,Phone,Ayus Nigeria Enterprises,Delta,"No. 12 Okumagba Avenue, By Uba Bank, Warri, Delta, Nigeria",,https://nigeriapropertycentre.com/agents/ayus-nigeria-enterprises-14504,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0062,+2349044406444,09044406444,Phone,Crown Property Global Consultant,"Abia, Abuja, Delta, Ondo","Lobisto Building, Olaogun Bus Stop, Old Ife Road, Ibadan, Old Ife Road, Ibadan, Oyo, Nigeria",,https://nigeriapropertycentre.com/agents/crown-property-global-consultant-131844,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0063,+2349133123447,09133123447,Phone + WhatsApp,Cathyhills Edge Limited,Edo,"Farmville Estate Sangotedo, Sangotedo, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/cathyhills-edge-limited-87485,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0064,+2347064280601,07064280601,Phone + WhatsApp,Alo Support Services,Rivers,"8 Onuokolo Street, Off Estate Road Woji, Port Harcourt, Rivers, Nigeria",,https://nigeriapropertycentre.com/agents/alo-support-services-28467,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0065,+2348177766118,08177766118,Phone + WhatsApp,Bluehedge Realtors,"Akwa Ibom, Cross River","No. 148, Oron Road, Oron Road, Uyo, Akwa Ibom State, Uyo, Akwa Ibom State, Nigeria",,https://nigeriapropertycentre.com/agents/bluehedge-realtors-188439,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0066,+2349080608669,09080608669,Phone,Bi_properties_and_autos_enterprises,"Abuja, Akwa Ibom, Enugu, Rivers","29,grace Baptist Street Oke_afa Lagos, Nigerian, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/bi-properties-and-autos-enterprises-227425,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0067,+2347078746556,07078746556,Phone + WhatsApp,A & I Ltd,Abuja,,,https://nigeriapropertycentre.com/agents/a-i-ltd-161935,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0068,+2349131385268,09131385268,Phone + WhatsApp,Bond And Main Real Estate Group,"Abuja, Ondo","[email protected] , Lagos, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/bond-and-main-real-estate-group-87011,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0069,+2349093163184,09093163184,Phone + WhatsApp,Adron Homes And Properties Limited,"Abuja, Ekiti","Opposite Passion Trust Plaza Before Karu Roundabout, Fct, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/adron-homes-and-properties-limited-149743,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0070,+2347065514161,07065514161,Phone + WhatsApp,Crest Switch Technologies Ltd.,"Abuja, Kaduna","G2, Idris Gidado Street, Wuye District, Amac, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/crest-switch-technologies-ltd-202670,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0071,+2349098604100,09098604100,Phone,Arinze Onovo Consulting,"Abuja, Enugu","17 Libravelle Close Und St. Fct Central, Wuse Ii, Abuja, Nigeria Blackberry PIN 2BABA560",,https://nigeriapropertycentre.com/agents/arinze-onovo-consulting-14653,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0072,+2348187845879,08187845879,Phone,Chidison Properties,"Abuja, Imo","Beside First Bank Kubwa Abuja, Kubwa, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/chidison-properties-20711,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0073,+2348033785565,08033785565,Phone + WhatsApp,Enrom Projects Ltd,"Anambra, Enugu, Rivers","202 Road, Festac Town, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/enrom-projects-ltd-132674,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0074,+2349094851646,09094851646,Phone + WhatsApp,Ayus Nigeria Enterprises,Delta,"No. 12 Okumagba Avenue, By Uba Bank, Warri, Delta, Nigeria",,https://nigeriapropertycentre.com/agents/ayus-nigeria-enterprises-14504,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0075,+2348140657594,08140657594,Phone + WhatsApp,D'realtor Babes,"Abia, Abuja, Akwa Ibom, Delta, Edo, Enugu, Rivers","103 Kere Ajah, Ajah, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/drealtor-babes-121035,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0076,+2349019489718,09019489718,Phone,D'realtor Babes,"Abia, Abuja, Akwa Ibom, Delta, Edo, Enugu, Rivers","103 Kere Ajah, Ajah, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/drealtor-babes-121035,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0077,+2348127376982,08127376982,Phone,Alo Support Services,Rivers,"8 Onuokolo Street, Off Estate Road Woji, Port Harcourt, Rivers, Nigeria",,https://nigeriapropertycentre.com/agents/alo-support-services-28467,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0078,+2348177766181,08177766181,Phone,Bluehedge Realtors,"Akwa Ibom, Cross River","No. 148, Oron Road, Oron Road, Uyo, Akwa Ibom State, Uyo, Akwa Ibom State, Nigeria",,https://nigeriapropertycentre.com/agents/bluehedge-realtors-188439,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0079,+2348022338827,08022338827,Phone + WhatsApp,Crestforesight Homes & Properties Ltd,"Abuja, Akwa Ibom","52, Ikosi Road, Ketu, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/crestforesight-homes-properties-ltd-110480,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0080,+2348027860554,08027860554,Phone + WhatsApp,A. I Venture,Abuja,"7, Salvation Rd., Opebi- Ikeja, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/a-i-venture-57479,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0081,+2348064860867,08064860867,Phone + WhatsApp,Chrystal Abodes Ltd,"Ondo, Rivers","7 Olaleye Street, Sawmill, Gbagada New Garage, Lagos, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/chrystal-abodes-ltd-219500,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0082,+2347048305411,07048305411,Phone,Adron Homes And Properties Ltd,"Abuja, Ekiti","Head Office 72 Adeyemo Akapo Street Omole Phase1 Ogba Ikeja Lagos, Ikeja, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/adron-homes-and-properties-ltd-63774,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0083,+2349021838611,09021838611,Phone,Crest Switch Technologies Ltd.,"Abuja, Kaduna","G2, Idris Gidado Street, Wuye District, Amac, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/crest-switch-technologies-ltd-202670,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0084,+2348138184527,08138184527,Phone + WhatsApp,Augustine Obayi,Enugu,"De Lords Resort Hotel, Orelope Busstop, Egbeda, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/augustine-obayi-223333,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0085,+2347015801672,07015801672,Phone + WhatsApp,Chiritzhomes,"Abuja, Imo, Rivers","Lekki, Lekki, Lagos State, Nigeria",,https://nigeriapropertycentre.com/agents/chiritzhomes-159937,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0086,+2348028327014,08028327014,Phone,Genuine Nolicious Empire Limited,Anambra,"Hfp Complex, Abraham Adesanya Ajah, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/genuine-nolicious-empire-limited-185335,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0087,+2348034840976,08034840976,Phone + WhatsApp,Beatitude Properties,"Abuja, Delta","No 2, Alarape Street, New Garage, Gbagada, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/beatitude-properties-226367,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0088,+2347034881125,07034881125,Phone + WhatsApp,D's Martins Nig Enterprise,"Abia, Abuja","Babatope Bejide Crescent, Lekki Phase 1, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/ds-martins-nig-enterprise-175731,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0089,+2347081540914,07081540914,Phone + WhatsApp,Damon Blaq Consulting Ltd,"Abuja, Edo","Lifestlyle House, 3 Mike Akhigbe Way, Jabi, Federal Capital Territory, Nigeria",,https://nigeriapropertycentre.com/agents/damon-blaq-consulting-ltd-233200,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0090,+2348032477882,08032477882,Phone + WhatsApp,Auntylandlady Services,Rivers,"No3 Marble Close Off Ibinye Drive Off Woji Road., Port Harcourt, Rivers State, Nigeria",,https://nigeriapropertycentre.com/agents/auntylandlady-services-178789,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0091,+2348100933744,08100933744,Phone,Crystal King Homz,Cross River,"Court Street, Agwandogo, Fct, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/crystal-king-homz-187744,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0092,+2348060279348,08060279348,Phone,Crestforesight Homes & Properties Ltd,"Abuja, Akwa Ibom","52, Ikosi Road, Ketu, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/crestforesight-homes-properties-ltd-110480,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0093,+2348095675352,08095675352,Phone,A. I Venture,Abuja,"7, Salvation Rd., Opebi- Ikeja, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/a-i-venture-57479,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0094,+2348067057686,08067057686,Phone + WhatsApp,Comfort Homes And Properties Ltd.,"Abuja, Delta, Ondo","12, Beach Road Gra Ikorodu, Ikorodu, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/comfort-homes-and-properties-ltd-20344,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0095,+2349092674651,09092674651,WhatsApp,Adron Homes And Properties Ltd,"Abuja, Ekiti","Head Office 72 Adeyemo Akapo Street Omole Phase1 Ogba Ikeja Lagos, Ikeja, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/adron-homes-and-properties-ltd-63774,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0096,+2348113950582,08113950582,Phone,Diya Fatimilehin & Co.,Kaduna,"Property Plaza, 237b, Muri Okunola Street, Victoria Island, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/diya-fatimilehin-co-50573,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0097,+2349037336801,09037336801,Phone,Augustine Obayi,Enugu,"De Lords Resort Hotel, Orelope Busstop, Egbeda, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/augustine-obayi-223333,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0098,+2348110369972,08110369972,Phone,Chiritzhomes,"Abuja, Imo, Rivers","Lekki, Lekki, Lagos State, Nigeria",,https://nigeriapropertycentre.com/agents/chiritzhomes-159937,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0099,+2348168754034,08168754034,Phone + WhatsApp,Genuine Nolicious Empire Limited,Anambra,"Hfp Complex, Abraham Adesanya Ajah, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/genuine-nolicious-empire-limited-185335,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0100,+2348111011114,08111011114,Phone,Beatitude Properties,"Abuja, Delta","No 2, Alarape Street, New Garage, Gbagada, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/beatitude-properties-226367,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
