contact_id,phone_e164,phone_local,contact_type,agent_company,market_states,office_address,website,npc_profile_url,extraction_date,verification_note
NPC-0351,+2347069760081,07069760081,Phone + WhatsApp,Vagnozyrealestate,"Abuja, Anambra, Delta, Enugu, Imo, Rivers","Emeka Eze Street, Enugu South Local Government., Enugu, Enugu, Nigeria",,https://nigeriapropertycentre.com/agents/vagnozyrealestate-134042,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0352,+2348156795064,08156795064,Phone,Gbolas Creation,Delta,"18,kamarudeen Ofufunwa Street, Laketu,, Ikorodu, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/gbolas-creation-64797,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0353,+2348077209195,08077209195,Phone + WhatsApp,Investourism Nigeria Limited,Edo,"Block E-1, Office 151, Hfp Eastline Shopping Complex, Abraham Adesanya, Ajah, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/investourism-nigeria-limited-46693,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0354,+2348075306696,08075306696,Phone,Eduphil Properties,"Abuja, Rivers","Ikalile Road Golf Estate Odili Road, Port Harcourt, Rivers State, Nigeria",,https://nigeriapropertycentre.com/agents/eduphil-properties-51731,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0355,+2347078541212,07078541212,Phone,Abuja Property Governor Ltd | Ojoma Ojoma Property,Abuja,"House No. 1, Flat 3, Durban Street, Wuse 2, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/abuja-property-governor-ltd-202683 | https://nigeriapropertycentre.com/agents/ojoma-ojoma-property-169503,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0356,+2349036811446,09036811446,Phone + WhatsApp,Olalinks & Co Real Estate Investment Ltd,"Abuja, Enugu, Ondo","Suit 12/14, Benin-owena River Basin Building, Opp Providus Bank Plc Alagbaka G.r.a, Akure., Akure, Ondo, Nigeria",,https://nigeriapropertycentre.com/agents/olalinks-co-real-estate-investment-ltd-15756,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0357,+2348130284222,08130284222,Phone,Marychilem Ent,"Edo, Enugu","Eti Osa, Eti Osa, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/marychilem-ent-160201,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0358,+2348180044900,08180044900,Phone,New Passover Global Networks Ltd,Imo,"37 Cole Street, Surulere, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/new-passover-global-networks-ltd-55572,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0359,+2348140836502,08140836502,Phone + WhatsApp,Goland Realty,Delta,"Asaba, Okpanam, Delta State, Nigeria",,https://nigeriapropertycentre.com/agents/goland-realty-239755,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0360,+2349155044661,09155044661,Phone,Investourism Nigeria Limited,Edo,"Block E-1, Office 151, Hfp Eastline Shopping Complex, Abraham Adesanya, Ajah, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/investourism-nigeria-limited-46693,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0361,+2349050329399,09050329399,Phone,Eduphil Properties,"Abuja, Rivers","Ikalile Road Golf Estate Odili Road, Port Harcourt, Rivers State, Nigeria",,https://nigeriapropertycentre.com/agents/eduphil-properties-51731,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0362,+2347038093721,07038093721,Phone,Abuja Property Search,Abuja,"Jahi, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/abuja-property-search-61538,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0363,+2347037269925,07037269925,Phone + WhatsApp,Opnet Homes And Properties Ltd,Ondo,"1st Floor, Suite Ff17, Providence Street, Lekki Phase, Lekki Phase 1, Lagos, Nigeria Blackberry PIN D89C1805",,https://nigeriapropertycentre.com/agents/opnet-homes-and-properties-ltd-39379,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0364,+2348036660672,08036660672,Phone + WhatsApp,Mck 4 Da Success Investment Limited,"Abuja, Enugu","Gwarinpa 3rd Avenue, Gwarinpa, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/mck-4-da-success-investment-limited-102639,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0365,+2347079488605,07079488605,Phone + WhatsApp,Nikee Properties,"Abuja, Delta, Imo",,,https://nigeriapropertycentre.com/agents/nikee-properties-92160,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0366,+2349074602027,09074602027,Phone,Goland Realty,Delta,"Asaba, Okpanam, Delta State, Nigeria",,https://nigeriapropertycentre.com/agents/goland-realty-239755,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0367,+2348068865009,08068865009,Phone + WhatsApp,Joe Odekhian & Partners{estate Surveyor & Valuer},"Abuja, Edo","Eleganza Building, 15b, Joseph Street., Lagos Island, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/joe-odekhian-partnersestate-surveyor-valuer-102254,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0368,+2347063200355,07063200355,Phone + WhatsApp,Elite Realty Services,Rivers,"3 Shalom Close, Ada George Road, Port Harcourt, Rivers State, Nigeria",,https://nigeriapropertycentre.com/agents/elite-realty-services-1708,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0369,+2347041165214,07041165214,Phone + WhatsApp,Abuja Property Search,Abuja,"Jahi, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/abuja-property-search-61538,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0370,+2347066310614,07066310614,Phone,Opnet Homes And Properties Ltd,Ondo,"1st Floor, Suite Ff17, Providence Street, Lekki Phase, Lekki Phase 1, Lagos, Nigeria Blackberry PIN D89C1805",,https://nigeriapropertycentre.com/agents/opnet-homes-and-properties-ltd-39379,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0371,+2348152613441,08152613441,Phone,Mck 4 Da Success Investment Limited,"Abuja, Enugu","Gwarinpa 3rd Avenue, Gwarinpa, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/mck-4-da-success-investment-limited-102639,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0372,+2347082817868,07082817868,Phone,Nuel Osilama Investment,Imo,"Central Area, Wuse, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/nuel-osilama-investment-56509,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0373,+2348025562849,08025562849,Phone,Hope Ventures,Delta,"Uju Junction, Asaba, Delta, Nigeria",,https://nigeriapropertycentre.com/agents/hope-ventures-156720,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0374,+2348136549617,08136549617,Phone + WhatsApp,Joebiz Realtor,Edo,"12c Idado Estate, Lagosian, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/joebiz-realtor-128273,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0375,+2348133365548,08133365548,Phone + WhatsApp,Elyon Homes,Rivers,"Ikota, Lekki, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/elyon-homes-212407,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0376,+2348137623854,08137623854,Phone,Abuja Real Estate Broker,Abuja,"No 51 Gidandaya Estate, Gidamangoro Abuja, Abuja, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/abuja-real-estate-broker-40562,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0377,+2348086078903,08086078903,Phone + WhatsApp,Pmac Realty And Infotech Ltd,Ondo,"Akure, Ondo, Nigeria",,https://nigeriapropertycentre.com/agents/pmac-realty-and-infotech-ltd-158390,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0378,+2348131529888,08131529888,Phone + WhatsApp,O.benol Property Ltd,Enugu,"Miracle Zone Estate, Sangotedo, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/obenol-property-ltd-38949,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0379,+2348175268675,08175268675,Phone + WhatsApp,Nuel Osilama Investment,Imo,"Central Area, Wuse, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/nuel-osilama-investment-56509,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0380,+2348107901698,08107901698,Phone + WhatsApp,Hope Ventures,Delta,"Uju Junction, Asaba, Delta, Nigeria",,https://nigeriapropertycentre.com/agents/hope-ventures-156720,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0381,+2348150315912,08150315912,Phone + WhatsApp,Ko Consulting Services,Edo,"Warri, Delta, Nigeria",,https://nigeriapropertycentre.com/agents/ko-consulting-services-241018,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0382,+2349166502823,09166502823,Phone + WhatsApp,Emma Ayakem Properties & Logistics Enterprise,Rivers,"110 Alcon Road Woji, Portharcourt, Rivers, Nigeria",,https://nigeriapropertycentre.com/agents/emma-ayakem-properties-logistics-enterprise-176166,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0383,+2347016180725,07016180725,Phone + WhatsApp,Ace & Brisk Integrated Limited,Abuja,"Hse 105, Maccido Estate, Galadimawa, Fct, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/ace-brisk-integrated-limited-124439,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0384,+2348024423121,08024423121,WhatsApp,S.adinlewa,Ondo,"Km 48 Lekki Epe Express Way, Farm Bus-stop, Sangotedo Ajah, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/sadinlewa-95735,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0385,+2348165852426,08165852426,Phone,O.benol Property Ltd,Enugu,"Miracle Zone Estate, Sangotedo, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/obenol-property-ltd-38949,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0386,+2347033933585,07033933585,Phone + WhatsApp,Oblitz Exquisite Properties,Imo,"2 Chief Nwaohiri Lane, Umugakwo, Umuoba, Mcc Uratta Rd, Owerri, Imo, Nigeria",,https://nigeriapropertycentre.com/agents/oblitz-exquisite-properties-199079,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0387,+2349031474367,09031474367,Phone,Hope Ventures,Delta,"Uju Junction, Asaba, Delta, Nigeria",,https://nigeriapropertycentre.com/agents/hope-ventures-156720,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0388,+2348061956281,08061956281,Phone,Ksb Properties And General Contractor,"Abuja, Edo","1,ede Street Asalu Bus-stop Abaranje Ikotun, Ikotun, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/ksb-properties-and-general-contractor-97449,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0389,+2348086810402,08086810402,Phone + WhatsApp,Emmy Realty,Rivers,"Eneka, Okitipupa, Ondo, Nigeria",,https://nigeriapropertycentre.com/agents/emmy-realty-167185,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0390,+2348145258712,08145258712,Phone,Ace & Brisk Integrated Limited,Abuja,"Hse 105, Maccido Estate, Galadimawa, Fct, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/ace-brisk-integrated-limited-124439,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0391,+2348077479169,08077479169,Phone,S.adinlewa,Ondo,"Km 48 Lekki Epe Express Way, Farm Bus-stop, Sangotedo Ajah, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/sadinlewa-95735,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0392,+2349034833429,09034833429,Phone,O.benol Property Ltd,Enugu,"Miracle Zone Estate, Sangotedo, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/obenol-property-ltd-38949,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0393,+2348130483907,08130483907,Phone,Oblitz Exquisite Properties,Imo,"2 Chief Nwaohiri Lane, Umugakwo, Umuoba, Mcc Uratta Rd, Owerri, Imo, Nigeria",,https://nigeriapropertycentre.com/agents/oblitz-exquisite-properties-199079,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0394,+2347081741748,07081741748,Phone + WhatsApp,Jmite Properties,Delta,"#1 Bethel Crescent, Osubi, Delta State, Nigeria",,https://nigeriapropertycentre.com/agents/jmite-properties-42800,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
