contact_id,phone_e164,phone_local,contact_type,agent_company,market_states,office_address,website,npc_profile_url,extraction_date,verification_note
NPC-0551,+2348020557125,08020557125,Phone,Sabega Environconcept,Delta,"5, Adebisi Oyenola Street, Idado Town, Lekki, Lagos, Nigeria Blackberry PIN 2BA57014",,https://nigeriapropertycentre.com/agents/sabega-environconcept-4476,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0552,+2347070529004,07070529004,Phone + WhatsApp,Mr Livingstone Realty,"Abuja, Rivers",,,https://nigeriapropertycentre.com/agents/mr-livingstone-realty-193735,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0553,+2347044447326,07044447326,Phone,Ajah Properties Dev And Construction Ltd,Abuja,"Suite E 194, Road 2, Ikota Shopping Complex, Ajah, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/ajah-properties-dev-and-construction-ltd-11975,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0554,+2348034457307,08034457307,Phone + WhatsApp,Sabega Environconcept,Delta,"5, Adebisi Oyenola Street, Idado Town, Lekki, Lagos, Nigeria Blackberry PIN 2BA57014",,https://nigeriapropertycentre.com/agents/sabega-environconcept-4476,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0555,+2349027143438,09027143438,Phone + WhatsApp,Ng Estates And Housing Realtors,Rivers,"No. 6 Enyi Orlu Street Rukpokwu, Port Harcourt, Rivers State, Nigeria",,https://nigeriapropertycentre.com/agents/ng-estates-and-housing-realtors-140664,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0556,+2347053390508,07053390508,Phone,Ajah Properties Dev And Construction Ltd,Abuja,"Suite E 194, Road 2, Ikota Shopping Complex, Ajah, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/ajah-properties-dev-and-construction-ltd-11975,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0557,+2348188005995,08188005995,Phone,Sabega Environconcept,Delta,"5, Adebisi Oyenola Street, Idado Town, Lekki, Lagos, Nigeria Blackberry PIN 2BA57014",,https://nigeriapropertycentre.com/agents/sabega-environconcept-4476,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0558,+2349012320937,09012320937,Phone,Niretch Services Ltd,Rivers,"15 Tulip Close, Peninisula Garden Estate, Off Idowu Dabiri Street, Ajah, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/niretch-services-ltd-35991,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0559,+2348038541538,08038541538,Phone + WhatsApp,Ajah Properties Dev And Construction Ltd,Abuja,"Suite E 194, Road 2, Ikota Shopping Complex, Ajah, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/ajah-properties-dev-and-construction-ltd-11975,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0560,+2348054183943,08054183943,Phone + WhatsApp,Stanz Property,Delta,"Asaba, Assba, Delta State, Nigeria",,https://nigeriapropertycentre.com/agents/stanz-property-158205,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0561,+2349033822459,09033822459,Phone + WhatsApp,Niretch Services Ltd,Rivers,"15 Tulip Close, Peninisula Garden Estate, Off Idowu Dabiri Street, Ajah, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/niretch-services-ltd-35991,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
