contact_id,phone_e164,phone_local,contact_type,agent_company,market_states,office_address,website,npc_profile_url,extraction_date,verification_note
NPC-0851,+2347065183408,07065183408,Phone + WhatsApp,De Shane Homes Limited,Abuja,"Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/de-shane-homes-limited-118766,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0852,+2347034845691,07034845691,Phone + WhatsApp,Debby Realty,Abuja,"Bolaji Akinloye Street, Lekki County Estate, Ikota, Ikota, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/debby-realty-243169,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0853,+2348036691117,08036691117,Phone + WhatsApp,Debco Properties,Abuja,"Shop B2 Broadway Shopping Compkex, Iju, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/debco-properties-58790,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0854,+2348084310722,08084310722,Phone,Debco Properties,Abuja,"Shop B2 Broadway Shopping Compkex, Iju, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/debco-properties-58790,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0855,+2347046948696,07046948696,Phone,Debs Properties,Abuja,"Sunnyvale Home, Abuja, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/debs-properties-176743,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0856,+2347048909032,07048909032,Phone + WhatsApp,Debs Properties,Abuja,"Sunnyvale Home, Abuja, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/debs-properties-176743,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0857,+2347025666914,07025666914,Phone,Deep-springs Facilities,Abuja,"Suite 2, Office Complex, Flowergate Estate, Apo, Fct, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/deep-springs-facilities-29419,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0858,+2348034494451,08034494451,Phone + WhatsApp,Deep-springs Facilities,Abuja,"Suite 2, Office Complex, Flowergate Estate, Apo, Fct, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/deep-springs-facilities-29419,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0859,+2347068076609,07068076609,Phone + WhatsApp,Deherculean Enterprises,Abuja,"Oroke Drive, Ikoyi, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/deherculean-enterprises-146004,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0860,+2349112086517,09112086517,Phone,Deherculean Enterprises,Abuja,"Oroke Drive, Ikoyi, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/deherculean-enterprises-146004,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
