contact_id,phone_e164,phone_local,contact_type,agent_company,market_states,office_address,website,npc_profile_url,extraction_date,verification_note
NPC-0601,+2348107238616,08107238616,Phone + WhatsApp,Property Leverage And Auto Solutions,Rivers,"12 Regina Coker Street Off Balogun, Ikeja, Ikeja, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/property-leverage-and-auto-solutions-131089,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0602,+2348037484076,08037484076,Phone + WhatsApp,Amie Broad Ltd,Abuja,"10-12 Bisi Afolabi Str, Off Addo Road, Akins Bus Stop, Ajah., Eti-osa, Nigeria, Nigeria",,https://nigeriapropertycentre.com/agents/amie-broad-ltd-16346,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0603,+2347034749712,07034749712,Phone + WhatsApp,Pstone Homes,Rivers,"Plot 129/131 Olu-obasanjo Road, Port Harcourt, Port Harcourt, Rivers State, Nigeria",,https://nigeriapropertycentre.com/agents/pstone-homes-180691,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0604,+2348137344616,08137344616,Phone,Andreod Stayswift,Abuja,"Jeff Gold Way, Lugbe, Fct, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/andreod-stayswift-184094,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0605,+2347066830932,07066830932,Phone,Pure Nest Properties,Rivers,"No 12 Iwerzo Close Shell Pipe Line Rumuodara, Port Harcourt, Rivers State, Nigeria",,https://nigeriapropertycentre.com/agents/pure-nest-properties-241258,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0606,+2349017221126,09017221126,Phone + WhatsApp,Andreod Stayswift,Abuja,"Jeff Gold Way, Lugbe, Fct, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/andreod-stayswift-184094,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0607,+2348130523831,08130523831,WhatsApp,Pure Nest Properties,Rivers,"No 12 Iwerzo Close Shell Pipe Line Rumuodara, Port Harcourt, Rivers State, Nigeria",,https://nigeriapropertycentre.com/agents/pure-nest-properties-241258,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0608,+2348148214432,08148214432,Phone,Andybest,Abuja,"Aco Estate Off Airport Rd, Lugbe, Federal Capital Territory, Nigeria Blackberry PIN 4040",,https://nigeriapropertycentre.com/agents/andybest-188848,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0609,+2347014452974,07014452974,Phone + WhatsApp,R.w Properties & Consultant Ltd,"Abuja, Rivers","Allen Avenue Ikeja, Ikeja Lagos, Lagos State, Nigeria",,https://nigeriapropertycentre.com/agents/rw-properties-consultant-ltd-203060,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0610,+2349061351512,09061351512,Phone + WhatsApp,Andybest,Abuja,"Aco Estate Off Airport Rd, Lugbe, Federal Capital Territory, Nigeria Blackberry PIN 4040",,https://nigeriapropertycentre.com/agents/andybest-188848,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0611,+2348146837843,08146837843,Phone,R.w Properties & Consultant Ltd,"Abuja, Rivers","Allen Avenue Ikeja, Ikeja Lagos, Lagos State, Nigeria",,https://nigeriapropertycentre.com/agents/rw-properties-consultant-ltd-203060,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0612,+2347065005554,07065005554,Phone + WhatsApp,Angellic,Abuja,"Chevron, Etiosa, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/angellic-144355,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0613,+2347034682270,07034682270,Phone,Rco Properties And Co,Rivers,"3-5 Sinari Daranijo Victoria Island , Victoria Island , Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/rco-properties-and-co-169834,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0614,+2349056005332,09056005332,Phone,Angellic,Abuja,"Chevron, Etiosa, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/angellic-144355,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0615,+2348023163394,08023163394,WhatsApp,Rco Properties And Co,Rivers,"3-5 Sinari Daranijo Victoria Island , Victoria Island , Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/rco-properties-and-co-169834,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0616,+2348067253462,08067253462,Phone + WhatsApp,Antonaxel Technologies,Abuja,"2 Joshua Street, Alimosho, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/antonaxel-technologies-244756,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0617,+2348121492815,08121492815,Phone,Rco Properties And Co,Rivers,"3-5 Sinari Daranijo Victoria Island , Victoria Island , Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/rco-properties-and-co-169834,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0618,+2347049360000,07049360000,Phone,Ap Global Homes And Investments Ltd,Abuja,"Plot 28, Osun Crescent (adi), Maitama, Fct, Abuja, Nigerian",,https://nigeriapropertycentre.com/agents/ap-global-homes-and-investments-ltd-23405,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0619,+2349037886394,09037886394,Phone,Rco Properties And Co,Rivers,"3-5 Sinari Daranijo Victoria Island , Victoria Island , Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/rco-properties-and-co-169834,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0620,+2348063933400,08063933400,Phone + WhatsApp,Ap Global Homes And Investments Ltd,Abuja,"Plot 28, Osun Crescent (adi), Maitama, Fct, Abuja, Nigerian",,https://nigeriapropertycentre.com/agents/ap-global-homes-and-investments-ltd-23405,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0621,+2349017750451,09017750451,WhatsApp,Realtordeintl,Rivers,"3 King Maxwell Close, Mommy B, Port Harcourt, Rivers, Nigeria",,https://nigeriapropertycentre.com/agents/realtordeintl-242671,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0622,+2347060895208,07060895208,Phone + WhatsApp,Apex Luxury,Abuja,"No 62 Aliakilu Crescent, Abuja, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/apex-luxury-239311,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0623,+2349164848360,09164848360,Phone,Realtordeintl,Rivers,"3 King Maxwell Close, Mommy B, Port Harcourt, Rivers, Nigeria",,https://nigeriapropertycentre.com/agents/realtordeintl-242671,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0624,+2348117865938,08117865938,Phone,Apex Luxury,Abuja,"No 62 Aliakilu Crescent, Abuja, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/apex-luxury-239311,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0625,+2348030933637,08030933637,Phone + WhatsApp,Rehoboth Lands And Homes,Rivers,"1c Ahoada Road, Rumuibekwe Estate, Port Harcourt, Rivers, Nigeria",,https://nigeriapropertycentre.com/agents/rehoboth-lands-and-homes-154059,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0626,+2347033787230,07033787230,Phone,Apex Structures,Abuja,"3rd Ab. Gwarinpa, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/apex-structures-24182,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
