contact_id,phone_e164,phone_local,contact_type,agent_company,market_states,office_address,website,npc_profile_url,extraction_date,verification_note
NPC-0801,+2348067491684,08067491684,Phone + WhatsApp,Charles Nick Solutions Limited,Abuja,"Ide Plaza, 25 Ajose Adeogun, Utako, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/charles-nick-solutions-limited-54436,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0802,+2348114420173,08114420173,Phone,Charles Nick Solutions Limited,Abuja,"Ide Plaza, 25 Ajose Adeogun, Utako, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/charles-nick-solutions-limited-54436,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0803,+2348038439527,08038439527,Phone + WhatsApp,Cherrywells Properties,Abuja,"Block 40 Flat 13 Agric Qts Wuse,zone4, Fct, Abuja, Wuse Zone4, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/cherrywells-properties-313,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0804,+2348186884995,08186884995,Phone,Cherrywells Properties,Abuja,"Block 40 Flat 13 Agric Qts Wuse,zone4, Fct, Abuja, Wuse Zone4, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/cherrywells-properties-313,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0805,+2347033261842,07033261842,Phone + WhatsApp,Cherun Services Limited,Abuja,"Apo Spark Light Mall, Area 3, Abuja, Area 3, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/cherun-services-limited-169555,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0806,+2348163868420,08163868420,Phone,Choose Luxury Realties,Abuja,"70 Broad Street, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/choose-luxury-realties-168406,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0807,+2349094378430,09094378430,Phone + WhatsApp,Choose Luxury Realties,Abuja,"70 Broad Street, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/choose-luxury-realties-168406,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0808,+2349048125996,09048125996,Phone + WhatsApp,Christys Realty Pro,Abuja,"11 Thaba Tseka Street,wuse 2, Nigerian, Fct Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/christys-realty-pro-189749,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0809,+2348033386839,08033386839,Phone + WhatsApp,Cicx Prime,Abuja,"Suite B4, Sylvester Ugoh Crescent Hcr Plaza, Jabi,, Jabi, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/cicx-prime-188463,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0810,+2347089275251,07089275251,Phone,City Commercial & Industrial Enterprises Limited,Abuja,"13, Olanrewaju Street, Oregun, Ikeja, Ikeja, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/city-commercial-industrial-enterprises-limited-124219,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0811,+2348028550686,08028550686,Phone,City Commercial & Industrial Enterprises Limited,Abuja,"13, Olanrewaju Street, Oregun, Ikeja, Ikeja, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/city-commercial-industrial-enterprises-limited-124219,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0812,+2348098550686,08098550686,WhatsApp,City Commercial & Industrial Enterprises Limited,Abuja,"13, Olanrewaju Street, Oregun, Ikeja, Ikeja, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/city-commercial-industrial-enterprises-limited-124219,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0813,+2348164314201,08164314201,Phone,City Commercial & Industrial Enterprises Limited,Abuja,"13, Olanrewaju Street, Oregun, Ikeja, Ikeja, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/city-commercial-industrial-enterprises-limited-124219,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0814,+2349026534088,09026534088,Phone,City Commercial & Industrial Enterprises Limited,Abuja,"13, Olanrewaju Street, Oregun, Ikeja, Ikeja, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/city-commercial-industrial-enterprises-limited-124219,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0815,+2348023117113,08023117113,Phone,Citymate Nigeria Limited,Abuja,"No 2382 Kuduru Extension Bwari, Bwari, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/citymate-nigeria-limited-48596,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0816,+2348067992859,08067992859,Phone,Citymate Nigeria Limited,Abuja,"No 2382 Kuduru Extension Bwari, Bwari, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/citymate-nigeria-limited-48596,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0817,+2349085324244,09085324244,Phone,Citymate Nigeria Limited,Abuja,"No 2382 Kuduru Extension Bwari, Bwari, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/citymate-nigeria-limited-48596,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0818,+2349031533553,09031533553,Phone + WhatsApp,Clayboard Nigeria Limited,Abuja,"48, Bale Street, Agungi, Lekki, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/clayboard-nigeria-limited-36215,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0819,+2348039489524,08039489524,Phone + WhatsApp,Clinton Ebinama & Co,Abuja,"Flat 4, Block 1, 7, Dakala Street, Wuse 2, Abuja, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/clinton-ebinama-co-24620,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0820,+2348174383606,08174383606,Phone,Clinton Ebinama & Co,Abuja,"Flat 4, Block 1, 7, Dakala Street, Wuse 2, Abuja, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/clinton-ebinama-co-24620,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0821,+2348039705278,08039705278,Phone + WhatsApp,Coc Construct And Properties Ltd,Abuja,"Merit Plaza, Apo, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/coc-construct-and-properties-ltd-172741,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0822,+2349162596159,09162596159,Phone,Coc Construct And Properties Ltd,Abuja,"Merit Plaza, Apo, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/coc-construct-and-properties-ltd-172741,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0823,+2347088866620,07088866620,Phone + WhatsApp,Coldfire Creative Resources Ltd,Abuja,"Voice Of Nigeria Road, Airport Road, Federal Capital Territory, Nigeria",,https://nigeriapropertycentre.com/agents/coldfire-creative-resources-ltd-62436,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0824,+2347016777779,07016777779,Phone,Comfy Habitat Management Services,Abuja,"Spring Close No 2, Hillview Estate, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/comfy-habitat-management-services-128013,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0825,+2348065697600,08065697600,Phone + WhatsApp,Comfy Habitat Management Services,Abuja,"Spring Close No 2, Hillview Estate, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/comfy-habitat-management-services-128013,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
