contact_id,phone_e164,phone_local,contact_type,agent_company,market_states,office_address,website,npc_profile_url,extraction_date,verification_note
NPC-0101,+2349126062661,09126062661,Phone + WhatsApp,Faith Global Homes,"Abia, Abuja, Delta, Edo, Enugu, Rivers","Plot 5/6 Alh. Hassan Musa Street, Greenland, Ibeju, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/faith-global-homes-87717,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0102,+2349060668887,09060668887,Phone + WhatsApp,Detail Surveyors And Development Company Ltd,Edo,"No 10 Useni Olanite Street., Ipaja Ayobo, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/detail-surveyors-and-development-company-ltd-72190,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0103,+2347015023470,07015023470,Phone + WhatsApp,Awai Properties And Luxury,Rivers,"6a, 4th Floor, King's Deck, Alternative Route Chevron, Lekki, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/awai-properties-and-luxury-113044,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0104,+2348120085360,08120085360,Phone,Crystal King Homz,Cross River,"Court Street, Agwandogo, Fct, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/crystal-king-homz-187744,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0105,+2348123350007,08123350007,Phone + WhatsApp,Hidee Havens Ltd,Akwa Ibom,"29 Bedford Avenue, Lagos, Lagos, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/hidee-havens-ltd-169663,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0106,+2348133728150,08133728150,Phone,A. I Venture,Abuja,"7, Salvation Rd., Opebi- Ikeja, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/a-i-venture-57479,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0107,+2348094854308,08094854308,Phone,Comfort Homes And Properties Ltd.,"Abuja, Delta, Ondo","12, Beach Road Gra Ikorodu, Ikorodu, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/comfort-homes-and-properties-ltd-20344,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0108,+2348132112473,08132112473,Phone + WhatsApp,Gok Global Resources,Ekiti,"8/10 Coker Street, Funmilayo, Agege-lagos, Agege, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/gok-global-resources-50279,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0109,+2348154990432,08154990432,Phone,Diya Fatimilehin & Co.,Kaduna,"Property Plaza, 237b, Muri Okunola Street, Victoria Island, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/diya-fatimilehin-co-50573,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0110,+2348066744824,08066744824,Phone + WhatsApp,Cemedeco,Enugu,"Independence Layout, Enugu, Nigeria",,https://nigeriapropertycentre.com/agents/cemedeco-135653,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0111,+2348059704190,08059704190,Phone,Chrisp Ventures Limited,Imo,"82, Kudirat Abiola Way, Oregun, Ikeja, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/chrisp-ventures-limited-17682,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0112,+2348032222501,08032222501,Phone + WhatsApp,Gui Integrated Concept Limited,"Abuja, Anambra","Block 1 Flat 1, Bright Star, Ojota, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/gui-integrated-concept-limited-28236,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0113,+2348035827577,08035827577,Phone,Ben Wealth Properties,Delta,"Olalekan Olaniyan, Egbeda, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/ben-wealth-properties-124524,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0114,+2348037397315,08037397315,Phone + WhatsApp,Happyland Homes And Properties Limited,"Abia, Cross River, Delta, Edo, Enugu","3 Olorunlambe, Abijo, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/happyland-homes-and-properties-limited-204739,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
