contact_id,phone_e164,phone_local,contact_type,agent_company,market_states,office_address,website,npc_profile_url,extraction_date,verification_note
NPC-0301,+2348061433377,08061433377,Phone + WhatsApp,Richstar Site Solutions Llp,Anambra,"Shop 7, 10 Maduka Street, Aroma, Awka, Anambra, Nigeria",,https://nigeriapropertycentre.com/agents/richstar-site-solutions-llp-105816,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0302,+2347036921358,07036921358,Phone + WhatsApp,Dpremoty,Delta,"School Gate, Lakowe, Lagos Island, Lagos State, Nigeria",,https://nigeriapropertycentre.com/agents/dpremoty-143739,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0303,+2348032196494,08032196494,Phone,Royal Pearls Properties,"Abia, Abuja, Delta, Edo, Enugu","Hfp Shopping Complex, Ajah, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/royal-pearls-properties-151002,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0304,+2349124047617,09124047617,Phone,Finepro Properties,"Abuja, Edo","29 Ogundana Street Off Allen., Ikeja, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/finepro-properties-67795,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0305,+2348108787499,08108787499,Phone + WhatsApp,Eagles Property Limited,Rivers,"Beside La Trinity Complex, G.u Ake Road, Eliozu., Port Harcourt, Rivers State, Nigeria",,https://nigeriapropertycentre.com/agents/eagles-property-limited-164846,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0306,+2349160656077,09160656077,Phone,St. Alice Homes And Apartments,"Abuja, Akwa Ibom, Edo, Enugu, Rivers","S.s.p No 2b Behind Old A/c, Wireless Avenue, Enugu, Enugu, Nigeria",,https://nigeriapropertycentre.com/agents/st-alice-homes-and-apartments-201723,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0307,+2349138756675,09138756675,Phone + WhatsApp,Abuja Properties,Abuja,"Abuja, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/abuja-properties-225592,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0308,+2347016328119,07016328119,Phone + WhatsApp,Laprenge Global Resources,Ondo,"21, Prince Adelowo Adedeji Street Off Admiralty Way, Lekki Lagos, Lekki Phase 1, Lagos State, Nigeria",,https://nigeriapropertycentre.com/agents/laprenge-global-resources-124938,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0309,+2349156589700,09156589700,Phone + WhatsApp,Jennyjoyluxuryhomes,"Abuja, Enugu, Imo","Road 401, Abraham Adesanya Estate, Lekki Scheme 2, Lagos, Nigeria Blackberry PIN +2349156589700",,https://nigeriapropertycentre.com/agents/jennyjoyluxuryhomes-184405,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0310,+2349127297175,09127297175,Phone,Innodia Exploit Limited,Imo,"No.1 Baale Street, Igbo Efon, Lekki, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/innodia-exploit-limited-203315,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0311,+2347038597865,07038597865,Phone + WhatsApp,Rosiemay Homes And Properties Ventures. Rc 3762376,"Abuja, Anambra, Delta, Edo, Enugu","No 24 Bakery Street, Shapati Town,ibeju Lekki, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/rosiemay-homes-and-properties-ventures-rc-3762376-83141,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0312,+2348155010215,08155010215,Phone,Dpremoty,Delta,"School Gate, Lakowe, Lagos Island, Lagos State, Nigeria",,https://nigeriapropertycentre.com/agents/dpremoty-143739,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0313,+2349025059600,09025059600,WhatsApp,Royal Pearls Properties,"Abia, Abuja, Delta, Edo, Enugu","Hfp Shopping Complex, Ajah, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/royal-pearls-properties-151002,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0314,+2348038603196,08038603196,WhatsApp,Frigum Property,Edo,"Obe Sapele Road Benin City, Benin City, Edo, Nigeria",,https://nigeriapropertycentre.com/agents/frigum-property-115159,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0315,+2347018217628,07018217628,Phone + WhatsApp,Edugow Real Estate,Rivers,"10 Rumuogba Estate Road, Port Harcourt, Rivers State, Nigeria",,https://nigeriapropertycentre.com/agents/edugow-real-estate-56271,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
