contact_id,phone_e164,phone_local,contact_type,agent_company,market_states,office_address,website,npc_profile_url,extraction_date,verification_note
NPC-0501,+2349060114871,09060114871,WhatsApp,Omavee Properties,Delta,"Midwifery Road, Asaba Okpanam Road, Delta State, Nigeria",,https://nigeriapropertycentre.com/agents/omavee-properties-236398,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0502,+2349071259141,09071259141,Phone + WhatsApp,Realtor,Edo,,,https://nigeriapropertycentre.com/agents/realtor-53489,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0503,+2348151544042,08151544042,Phone,Ivory Edge Realty,Rivers,"Block 3,road 7 Woji Estate, Obio Akpor, Rivers State, Nigeria",,https://nigeriapropertycentre.com/agents/ivory-edge-realty-176255,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0504,+2348034786830,08034786830,Phone + WhatsApp,Afemasin's Consult,Abuja,"Plot C4, Und St, Emerald Flower Estate., Lokogoma, Abuja, Nigeria.",,https://nigeriapropertycentre.com/agents/afemasins-consult-101603,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0505,+2347033210356,07033210356,Phone + WhatsApp,Xtocies Integrated Services Ltd,Enugu,"20 Chime Avenue, New Heaven, Enugu, Nigeria",,https://nigeriapropertycentre.com/agents/xtocies-integrated-services-ltd-116545,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0506,+2348118838961,08118838961,Phone + WhatsApp,Patriotic Homes & Property Ltd,Delta,"33 Baale Street Opposite Beachwood Estate Malete, Ibeju-lekki, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/patriotic-homes-property-ltd-90502,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0507,+2348077413192,08077413192,Phone,Stankezing Real Estate,Edo,"Shop 8, Grace Place Plaza, Opposite Uniben Shuttle Park, Ibiwe Street, Ring Road, Benin City, Benin, Edo, Nigeria",,https://nigeriapropertycentre.com/agents/stankezing-real-estate-163146,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0508,+2348095109106,08095109106,Phone + WhatsApp,Joeville Properties,Rivers,"No 12 Joeville Avenue Off Okporo Road Rumuodara., Portharcourt, Rivers State, Nigeria",,https://nigeriapropertycentre.com/agents/joeville-properties-37407,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0509,+2348053528232,08053528232,Phone,Afemasin's Consult,Abuja,"Plot C4, Und St, Emerald Flower Estate., Lokogoma, Abuja, Nigeria.",,https://nigeriapropertycentre.com/agents/afemasins-consult-101603,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0510,+2348026181346,08026181346,Phone,Xtocies Integrated Services Ltd,Enugu,"20 Chime Avenue, New Heaven, Enugu, Nigeria",,https://nigeriapropertycentre.com/agents/xtocies-integrated-services-ltd-116545,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
