contact_id,phone_e164,phone_local,contact_type,agent_company,market_states,office_address,website,npc_profile_url,extraction_date,verification_note
NPC-0201,+2348087158988,08087158988,Phone + WhatsApp,Eliterealty,Enugu,"Dr Fasheun Lagos, Lagos, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/eliterealty-145570,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0202,+2347064818968,07064818968,Phone + WhatsApp,Donhilz Global Service,"Abuja, Imo, Rivers","No 8 Hitech Road By Lagos Business School Alasia, Lagos., Lagos Island, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/donhilz-global-service-142968,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0203,+2348132565709,08132565709,Phone + WhatsApp,Ify Realtors,"Abuja, Anambra, Imo, Rivers","Gu Ake Road, Eliozu Port Harcourt, Port Harcourt, Rivers, Nigeria",,https://nigeriapropertycentre.com/agents/ify-realtors-44431,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0204,+2347039371752,07039371752,Phone + WhatsApp,Chobe Realty Solutions,"Abuja, Delta","Hfp Complex, Abraham Adesanya, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/chobe-realty-solutions-175193,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0205,+2349027586630,09027586630,Phone,Loftcode Ltd,"Abia, Abuja, Enugu, Imo, Rivers","32, Ado Road, Ajah, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/loftcode-ltd-4264,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0206,+2348039343102,08039343102,Phone + WhatsApp,Express Limited,"Abuja, Edo","No. 13, Mustapha Street, Off Billingsway, Oregun-ikeja, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/express-limited-183502,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0207,+2348057423646,08057423646,Phone,Ceekon Isl,Rivers,"Peter Odili Road, Port Harcourt, Rivers State, Nigeria",,https://nigeriapropertycentre.com/agents/ceekon-isl-165424,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0208,+2348109631699,08109631699,Phone,Propellr Homes,"Abuja, Cross River","Abayomi Shonuga Crescent, Lekki Phase 1, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/propellr-homes-172799,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0209,+2348149732368,08149732368,Phone + WhatsApp,Life Hedge Resources,"Akwa Ibom, Rivers","Plot 53 Line C (maitama), Ewet Housing Estate, Uyo, Akwa Ibom, Nigeria",,https://nigeriapropertycentre.com/agents/life-hedge-resources-21727,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0210,+2348035045010,08035045010,Phone + WhatsApp,Abl Properties Ltd,Abuja,"Ndola Crescent, Wuse Zone 5, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/abl-properties-ltd-206105,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0211,+2347042232929,07042232929,Phone + WhatsApp,Fideltee Mega Construction Company,Ondo,"St. Micheal Complex, Surulere Road, Ondo City, Ondo, Nigeria",,https://nigeriapropertycentre.com/agents/fideltee-mega-construction-company-26092,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0212,+2348168394002,08168394002,Phone,Midde Real Estate Consultant,Ekiti,"Ajibodu St. Karaoke Estate Ogba, Ikeja, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/midde-real-estate-consultant-19625,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0213,+2349046823683,09046823683,Phone,Poc Nigeria Limited,Kaduna,"Chris Efuyemi Onanuga Street, Lekki Phase 1, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/poc-nigeria-limited-127636,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0214,+2348163474845,08163474845,Phone,Eliterealty,Enugu,"Dr Fasheun Lagos, Lagos, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/eliterealty-145570,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0215,+2348059994926,08059994926,Phone,Donhilz Global Service,"Abuja, Imo, Rivers","No 8 Hitech Road By Lagos Business School Alasia, Lagos., Lagos Island, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/donhilz-global-service-142968,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0216,+2348168675235,08168675235,Phone,Ify Realtors,"Abuja, Anambra, Imo, Rivers","Gu Ake Road, Eliozu Port Harcourt, Port Harcourt, Rivers, Nigeria",,https://nigeriapropertycentre.com/agents/ify-realtors-44431,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0217,+2348074466869,08074466869,Phone,Chobe Realty Solutions,"Abuja, Delta","Hfp Complex, Abraham Adesanya, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/chobe-realty-solutions-175193,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
