contact_id,phone_e164,phone_local,contact_type,agent_company,market_states,office_address,website,npc_profile_url,extraction_date,verification_note
NPC-0251,+2348104491093,08104491093,Phone,Xpresslet Property Network,Ekiti,"Suite 4d, Olasuru Complex, Lekki-epe, Lekki-lagos, Lagos State, Nigeria",,https://nigeriapropertycentre.com/agents/xpresslet-property-network-114615,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0252,+2348122762200,08122762200,Phone + WhatsApp,Searlux Consult Limited,Kaduna,"Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/searlux-consult-limited-68546,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0253,+2348065321831,08065321831,Phone + WhatsApp,Gentle Breeze Real Estate Company,"Enugu, Rivers","Plot 14, Block 15, Flat 2, Zone C, Iba Housing Estate, Ikeja, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/gentle-breeze-real-estate-company-16555,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0254,+2348143985663,08143985663,Phone + WhatsApp,Ejo Properties Limited,"Abuja, Imo","1, Ihuntayo Street, Oniru Estate, Victoria Island, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/ejo-properties-limited-233632,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0255,+2348035086813,08035086813,Phone,Nnendu Homes & Properties Limited,Anambra,"17/19 Old Olowora Road Isheri, Isheri Magodo, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/nnendu-homes-properties-limited-20633,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0256,+2349032712365,09032712365,Phone,Davochi Homes Ltd,Delta,"Road 1, Shop C77 Ikota Shopping Complex, Vgc,ajah, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/davochi-homes-ltd-241072,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0257,+2349160771641,09160771641,Phone + WhatsApp,Oge Global Services,"Abia, Delta, Imo, Ondo, Rivers","Labora, Abijo Gra, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/oge-global-services-145699,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0258,+2348091111666,08091111666,Phone,F.j Klasyk Properties Ltd,"Delta, Edo","25 Isiuwa Street, Benin City, Edo State, Nigeria",,https://nigeriapropertycentre.com/agents/fj-klasyk-properties-ltd-156473,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0259,+2348073675162,08073675162,Phone,Divine Homes & Properties,"Abuja, Rivers","Suite D- 14, Boys Place, Ameh Ebute Str. Wuye, Wuye, Abuja, Federal Capital Territory, Nigeria",,https://nigeriapropertycentre.com/agents/divine-homes-properties-78099,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
NPC-0260,+2348167449510,08167449510,Phone,Ray Integrated Technologies Limited,"Abuja, Akwa Ibom, Cross River, Delta, Edo, Enugu, Imo, Ondo, Rivers","12, Maria Okor, Bucknor Estate, Ejigbo - Isolo, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/ray-integrated-technologies-limited-226182,2026-06-23,Public business contact displayed on Nigeria Property Centre agent profile
